article_title,url_link,country,article_quality,revision_id,geography,population,region
Oleg Vyugin,https://en.wikipedia.org/wiki/Oleg_Vyugin,Russia,Start,1111667077,Russia,144.3,EASTERN EUROPE
Vasily Yakemenko,https://en.wikipedia.org/wiki/Vasily_Yakemenko,Russia,Start,1105722458,Russia,144.3,EASTERN EUROPE
Vladimir Yakunin,https://en.wikipedia.org/wiki/Vladimir_Yakunin,Russia,C,1112337553,Russia,144.3,EASTERN EUROPE
Mikhail Yefremov (politician),https://en.wikipedia.org/wiki/Mikhail_Yefremov_(politician),Russia,Start,1113897347,Russia,144.3,EASTERN EUROPE
Nikolai Yegorov (politician),https://en.wikipedia.org/wiki/Nikolai_Yegorov_(politician),Russia,Stub,1100427564,Russia,144.3,EASTERN EUROPE
Valentin Yumashev,https://en.wikipedia.org/wiki/Valentin_Yumashev,Russia,Start,1111138915,Russia,144.3,EASTERN EUROPE
Igor Yusufov,https://en.wikipedia.org/wiki/Igor_Yusufov,Russia,Start,1107903078,Russia,144.3,EASTERN EUROPE
Vadim Zagladin,https://en.wikipedia.org/wiki/Vadim_Zagladin,Russia,Start,1103655257,Russia,144.3,EASTERN EUROPE
Yury Zaostrovtsev,https://en.wikipedia.org/wiki/Yury_Zaostrovtsev,Russia,Stub,1112341299,Russia,144.3,EASTERN EUROPE
Vladimir Zaytsev,https://en.wikipedia.org/wiki/Vladimir_Zaytsev,Russia,Stub,1083203316,Russia,144.3,EASTERN EUROPE
Valery Zorkin,https://en.wikipedia.org/wiki/Valery_Zorkin,Russia,C,1098784207,Russia,144.3,EASTERN EUROPE
Jacques Bihozagara,https://en.wikipedia.org/wiki/Jacques_Bihozagara,Rwanda,Start,962450057,Rwanda,13.8,EASTERN AFRICA
Francois Habitegeko,https://en.wikipedia.org/wiki/Francois_Habitegeko,Rwanda,Stub,1093566116,Rwanda,13.8,EASTERN AFRICA
Soraya Hakuziyaremye,https://en.wikipedia.org/wiki/Soraya_Hakuziyaremye,Rwanda,Start,1113025870,Rwanda,13.8,EASTERN AFRICA
Emmanuel Havugimana,https://en.wikipedia.org/wiki/Emmanuel_Havugimana,Rwanda,C,1092282528,Rwanda,13.8,EASTERN AFRICA
Jean de Dieu Rurangirwa,https://en.wikipedia.org/wiki/Jean_de_Dieu_Rurangirwa,Rwanda,Stub,1056019246,Rwanda,13.8,EASTERN AFRICA
Paul Kagame,https://en.wikipedia.org/wiki/Paul_Kagame,Rwanda,FA,1114414912,Rwanda,13.8,EASTERN AFRICA
Froduald Karamira,https://en.wikipedia.org/wiki/Froduald_Karamira,Rwanda,C,1095387542,Rwanda,13.8,EASTERN AFRICA
Patrick Karegeya,https://en.wikipedia.org/wiki/Patrick_Karegeya,Rwanda,GA,1093281669,Rwanda,13.8,EASTERN AFRICA
Alexandre Lyambabaje,https://en.wikipedia.org/wiki/Alexandre_Lyambabaje,Rwanda,Start,1090449316,Rwanda,13.8,EASTERN AFRICA
Christine Mukabunani,https://en.wikipedia.org/wiki/Christine_Mukabunani,Rwanda,Stub,1068450641,Rwanda,13.8,EASTERN AFRICA
Monique Mukaruliza,https://en.wikipedia.org/wiki/Monique_Mukaruliza,Rwanda,Start,1104981604,Rwanda,13.8,EASTERN AFRICA
Thomas Nahimana,https://en.wikipedia.org/wiki/Thomas_Nahimana,Rwanda,Start,1112687307,Rwanda,13.8,EASTERN AFRICA
François Ngarukiyintwali,https://en.wikipedia.org/wiki/François_Ngarukiyintwali,Rwanda,Stub,1024022545,Rwanda,13.8,EASTERN AFRICA
Manasseh Nshuti,https://en.wikipedia.org/wiki/Manasseh_Nshuti,Rwanda,Start,1080092568,Rwanda,13.8,EASTERN AFRICA
Bernard Ntaganda,https://en.wikipedia.org/wiki/Bernard_Ntaganda,Rwanda,Stub,1056019386,Rwanda,13.8,EASTERN AFRICA
Solina Nyirahabimana,https://en.wikipedia.org/wiki/Solina_Nyirahabimana,Rwanda,Start,1113000424,Rwanda,13.8,EASTERN AFRICA
Tharcisse Renzaho,https://en.wikipedia.org/wiki/Tharcisse_Renzaho,Rwanda,Start,1103863452,Rwanda,13.8,EASTERN AFRICA
Anastase Shyaka,https://en.wikipedia.org/wiki/Anastase_Shyaka,Rwanda,Stub,1088142303,Rwanda,13.8,EASTERN AFRICA
Gatabazi Jean Marie Vianney,https://en.wikipedia.org/wiki/Gatabazi_Jean_Marie_Vianney,Rwanda,Start,1072416898,Rwanda,13.8,EASTERN AFRICA
Protais Zigiranyirazo,https://en.wikipedia.org/wiki/Protais_Zigiranyirazo,Rwanda,C,1091835051,Rwanda,13.8,EASTERN AFRICA
Ricky Skerritt,https://en.wikipedia.org/wiki/Ricky_Skerritt,Saint Lucia,Start,1083795099,Saint Lucia,0.2,CARIBBEAN
Sua Rimoni Ah Chong,https://en.wikipedia.org/wiki/Sua_Rimoni_Ah_Chong,Samoa,C,1026249436,Samoa,0.2,OCEANIA
Le Mamea Matatumua Ata,https://en.wikipedia.org/wiki/Le_Mamea_Matatumua_Ata,Samoa,Stub,1058368388,Samoa,0.2,OCEANIA
Va'aelua Eti Alesana,https://en.wikipedia.org/wiki/Va'aelua_Eti_Alesana,Samoa,Start,1056317694,Samoa,0.2,OCEANIA
Lauaki Namulauulu Mamoe,https://en.wikipedia.org/wiki/Lauaki_Namulauulu_Mamoe,Samoa,C,1105924212,Samoa,0.2,OCEANIA
Tui Manuʻa Elisala,https://en.wikipedia.org/wiki/Tui_Manuʻa_Elisala,Samoa,C,1112329208,Samoa,0.2,OCEANIA
Toleʻafoa Solomona Toʻailoa,https://en.wikipedia.org/wiki/Toleʻafoa_Solomona_Toʻailoa,Samoa,Stub,1040051734,Samoa,0.2,OCEANIA
Tamaseu Leni Warren,https://en.wikipedia.org/wiki/Tamaseu_Leni_Warren,Samoa,Stub,1109671999,Samoa,0.2,OCEANIA
Pio Chiaruzzi,https://en.wikipedia.org/wiki/Pio_Chiaruzzi,San Marino,Stub,1102951189,San Marino,0,SOUTHERN EUROPE
Alessandro Mancini,https://en.wikipedia.org/wiki/Alessandro_Mancini,San Marino,Stub,1109440451,San Marino,0,SOUTHERN EUROPE
Abdullah bin Faisal Al Saud (1831–1889),https://en.wikipedia.org/wiki/Abdullah_bin_Faisal_Al_Saud_(1831–1889),Saudi Arabia,GA,1114418865,Saudi Arabia,36.7,WESTERN ASIA
Faisal bin Turki Al Saud (1785–1865),https://en.wikipedia.org/wiki/Faisal_bin_Turki_Al_Saud_(1785–1865),Saudi Arabia,GA,1114418964,Saudi Arabia,36.7,WESTERN ASIA
Khalid bin Saud Al Saud (1811–1865),https://en.wikipedia.org/wiki/Khalid_bin_Saud_Al_Saud_(1811–1865),Saudi Arabia,C,1114418953,Saudi Arabia,36.7,WESTERN ASIA
Armand-Pierre Angrand,https://en.wikipedia.org/wiki/Armand-Pierre_Angrand,Senegal,Stub,1061043624,Senegal,17.9,WESTERN AFRICA
Léopold Angrand,https://en.wikipedia.org/wiki/Léopold_Angrand,Senegal,Stub,1093234974,Senegal,17.9,WESTERN AFRICA
Alioune Badara Cissé,https://en.wikipedia.org/wiki/Alioune_Badara_Cissé,Senegal,Start,1101066687,Senegal,17.9,WESTERN AFRICA
Landing Badji,https://en.wikipedia.org/wiki/Landing_Badji,Senegal,Stub,1093235128,Senegal,17.9,WESTERN AFRICA
Cheikh Abdoul Khadre Cissokho,https://en.wikipedia.org/wiki/Cheikh_Abdoul_Khadre_Cissokho,Senegal,Stub,1075216122,Senegal,17.9,WESTERN AFRICA
Modou Dia,https://en.wikipedia.org/wiki/Modou_Dia,Senegal,Stub,1093235453,Senegal,17.9,WESTERN AFRICA
Karamba Diaby,https://en.wikipedia.org/wiki/Karamba_Diaby,Senegal,C,1112293494,Senegal,17.9,WESTERN AFRICA
Youssou Diagne,https://en.wikipedia.org/wiki/Youssou_Diagne,Senegal,Stub,1045109573,Senegal,17.9,WESTERN AFRICA
Ibrahima Diallo (politician),https://en.wikipedia.org/wiki/Ibrahima_Diallo_(politician),Senegal,Stub,1093235494,Senegal,17.9,WESTERN AFRICA
Alioune Diop,https://en.wikipedia.org/wiki/Alioune_Diop,Senegal,Start,1083577446,Senegal,17.9,WESTERN AFRICA
Cheikh Anta Diop,https://en.wikipedia.org/wiki/Cheikh_Anta_Diop,Senegal,GA,1114340224,Senegal,17.9,WESTERN AFRICA
Makhtar Diop,https://en.wikipedia.org/wiki/Makhtar_Diop,Senegal,C,1105658956,Senegal,17.9,WESTERN AFRICA
Ngalandou Diouf,https://en.wikipedia.org/wiki/Ngalandou_Diouf,Senegal,Start,1073073938,Senegal,17.9,WESTERN AFRICA
Cheikh Sadibou Fall,https://en.wikipedia.org/wiki/Cheikh_Sadibou_Fall,Senegal,Start,1104101465,Senegal,17.9,WESTERN AFRICA
Amadou Karim Gaye,https://en.wikipedia.org/wiki/Amadou_Karim_Gaye,Senegal,Stub,1070369172,Senegal,17.9,WESTERN AFRICA
Abbas Gueye,https://en.wikipedia.org/wiki/Abbas_Gueye,Senegal,Stub,1055499648,Senegal,17.9,WESTERN AFRICA
Aissa Mama Kane,https://en.wikipedia.org/wiki/Aissa_Mama_Kane,Senegal,Stub,1093235109,Senegal,17.9,WESTERN AFRICA
Maïmouna Kane,https://en.wikipedia.org/wiki/Maïmouna_Kane,Senegal,Stub,1112938840,Senegal,17.9,WESTERN AFRICA
Louis Le Gros,https://en.wikipedia.org/wiki/Louis_Le_Gros,Senegal,Stub,1103951329,Senegal,17.9,WESTERN AFRICA
Amadou-Mahtar M'Bow,https://en.wikipedia.org/wiki/Amadou-Mahtar_M'Bow,Senegal,Start,1110395778,Senegal,17.9,WESTERN AFRICA
Abdoul Aziz Mbaye,https://en.wikipedia.org/wiki/Abdoul_Aziz_Mbaye,Senegal,Start,1104228582,Senegal,17.9,WESTERN AFRICA
Alioune Badara M'Bengue,https://en.wikipedia.org/wiki/Alioune_Badara_M'Bengue,Senegal,Stub,1060926452,Senegal,17.9,WESTERN AFRICA
Abdou Mbow,https://en.wikipedia.org/wiki/Abdou_Mbow,Senegal,Stub,1043059347,Senegal,17.9,WESTERN AFRICA
Penda Mbow,https://en.wikipedia.org/wiki/Penda_Mbow,Senegal,Start,1088149192,Senegal,17.9,WESTERN AFRICA
Mamadou Bamba Ndiaye,https://en.wikipedia.org/wiki/Mamadou_Bamba_Ndiaye,Senegal,Stub,1107438035,Senegal,17.9,WESTERN AFRICA
Ndioro Ndiaye,https://en.wikipedia.org/wiki/Ndioro_Ndiaye,Senegal,Start,1079855467,Senegal,17.9,WESTERN AFRICA
Khalilou Sall,https://en.wikipedia.org/wiki/Khalilou_Sall,Senegal,Stub,1109928120,Senegal,17.9,WESTERN AFRICA
Alioune Sarr,https://en.wikipedia.org/wiki/Alioune_Sarr,Senegal,C,1106335288,Senegal,17.9,WESTERN AFRICA
Assane Seck,https://en.wikipedia.org/wiki/Assane_Seck,Senegal,Stub,1093235225,Senegal,17.9,WESTERN AFRICA
Léopold Sédar Senghor,https://en.wikipedia.org/wiki/Léopold_Sédar_Senghor,Senegal,GA,1110131122,Senegal,17.9,WESTERN AFRICA
Louis Jacques Senghor,https://en.wikipedia.org/wiki/Louis_Jacques_Senghor,Senegal,Stub,1093235015,Senegal,17.9,WESTERN AFRICA
Fatimata Seye Sylla,https://en.wikipedia.org/wiki/Fatimata_Seye_Sylla,Senegal,Start,1012863505,Senegal,17.9,WESTERN AFRICA
Ousmane Sonko,https://en.wikipedia.org/wiki/Ousmane_Sonko,Senegal,C,1107427601,Senegal,17.9,WESTERN AFRICA
Moustapha Sourang,https://en.wikipedia.org/wiki/Moustapha_Sourang,Senegal,Start,1104101474,Senegal,17.9,WESTERN AFRICA
Branislav Andjelić,https://en.wikipedia.org/wiki/Branislav_Andjelić,Serbia,C,1112602637,Serbia,6.8,SOUTHERN EUROPE
Vasilije Antonić,https://en.wikipedia.org/wiki/Vasilije_Antonić,Serbia,Stub,1046397354,Serbia,6.8,SOUTHERN EUROPE
Shqiprim Arifi,https://en.wikipedia.org/wiki/Shqiprim_Arifi,Serbia,Start,1082363143,Serbia,6.8,SOUTHERN EUROPE
Sava Bjelanović,https://en.wikipedia.org/wiki/Sava_Bjelanović,Serbia,Start,1081128278,Serbia,6.8,SOUTHERN EUROPE
Radmilo Bogdanović,https://en.wikipedia.org/wiki/Radmilo_Bogdanović,Serbia,C,1099253389,Serbia,6.8,SOUTHERN EUROPE
Milenko Bojanić,https://en.wikipedia.org/wiki/Milenko_Bojanić,Serbia,Stub,1087862924,Serbia,6.8,SOUTHERN EUROPE
Miloš Bojović (born 1938),https://en.wikipedia.org/wiki/Miloš_Bojović_(born_1938),Serbia,Start,1115089134,Serbia,6.8,SOUTHERN EUROPE
Stojan Bošković,https://en.wikipedia.org/wiki/Stojan_Bošković,Serbia,C,1086699221,Serbia,6.8,SOUTHERN EUROPE
Melko Čingrija,https://en.wikipedia.org/wiki/Melko_Čingrija,Serbia,Start,1078887578,Serbia,6.8,SOUTHERN EUROPE
Dragoslav Ćirković,https://en.wikipedia.org/wiki/Dragoslav_Ćirković,Serbia,Stub,1067963386,Serbia,6.8,SOUTHERN EUROPE
Jovan Ćirković,https://en.wikipedia.org/wiki/Jovan_Ćirković,Serbia,Start,1059400282,Serbia,6.8,SOUTHERN EUROPE
Dobrica Ćosić,https://en.wikipedia.org/wiki/Dobrica_Ćosić,Serbia,C,1112008531,Serbia,6.8,SOUTHERN EUROPE
Branislav Crnčević,https://en.wikipedia.org/wiki/Branislav_Crnčević,Serbia,Start,1106879636,Serbia,6.8,SOUTHERN EUROPE
Dimitrije Davidović,https://en.wikipedia.org/wiki/Dimitrije_Davidović,Serbia,C,1087660110,Serbia,6.8,SOUTHERN EUROPE
Jovan Dejanović (politician),https://en.wikipedia.org/wiki/Jovan_Dejanović_(politician),Serbia,Stub,1108928519,Serbia,6.8,SOUTHERN EUROPE
Stojimir Dobrosavljević,https://en.wikipedia.org/wiki/Stojimir_Dobrosavljević,Serbia,Stub,948320646,Serbia,6.8,SOUTHERN EUROPE
Petar Dobrović,https://en.wikipedia.org/wiki/Petar_Dobrović,Serbia,Start,1089075335,Serbia,6.8,SOUTHERN EUROPE
Đura Dokić,https://en.wikipedia.org/wiki/Đura_Dokić,Serbia,Start,1070594815,Serbia,6.8,SOUTHERN EUROPE
Panta Draškić,https://en.wikipedia.org/wiki/Panta_Draškić,Serbia,Start,1064162273,Serbia,6.8,SOUTHERN EUROPE
Milorad Drašković,https://en.wikipedia.org/wiki/Milorad_Drašković,Serbia,Start,1092900587,Serbia,6.8,SOUTHERN EUROPE
Jovan Dučić,https://en.wikipedia.org/wiki/Jovan_Dučić,Serbia,C,1082211776,Serbia,6.8,SOUTHERN EUROPE
Milica Đurđević Stamenkovski,https://en.wikipedia.org/wiki/Milica_Đurđević_Stamenkovski,Serbia,Start,1113717164,Serbia,6.8,SOUTHERN EUROPE
Željko Fajfrić,https://en.wikipedia.org/wiki/Željko_Fajfrić,Serbia,Stub,1099453530,Serbia,6.8,SOUTHERN EUROPE
Jevrem Grujić,https://en.wikipedia.org/wiki/Jevrem_Grujić,Serbia,C,1080713581,Serbia,6.8,SOUTHERN EUROPE
Branislav Ikonić,https://en.wikipedia.org/wiki/Branislav_Ikonić,Serbia,Stub,1098336710,Serbia,6.8,SOUTHERN EUROPE
Jovan Ilić,https://en.wikipedia.org/wiki/Jovan_Ilić,Serbia,Start,1113205322,Serbia,6.8,SOUTHERN EUROPE
Vlada Ilić,https://en.wikipedia.org/wiki/Vlada_Ilić,Serbia,GA,1078683933,Serbia,6.8,SOUTHERN EUROPE
Trivo Inđić,https://en.wikipedia.org/wiki/Trivo_Inđić,Serbia,Start,1113389874,Serbia,6.8,SOUTHERN EUROPE
Antonije Isaković,https://en.wikipedia.org/wiki/Antonije_Isaković,Serbia,Stub,1057235218,Serbia,6.8,SOUTHERN EUROPE
Oliver Ivanović,https://en.wikipedia.org/wiki/Oliver_Ivanović,Serbia,C,1110781072,Serbia,6.8,SOUTHERN EUROPE
Golub Janić,https://en.wikipedia.org/wiki/Golub_Janić,Serbia,Start,1083111280,Serbia,6.8,SOUTHERN EUROPE
Đurica Jojkić,https://en.wikipedia.org/wiki/Đurica_Jojkić,Serbia,Stub,1059798583,Serbia,6.8,SOUTHERN EUROPE
Dragić Joksimović,https://en.wikipedia.org/wiki/Dragić_Joksimović,Serbia,Stub,1100853216,Serbia,6.8,SOUTHERN EUROPE
Dragutin Jovanović-Lune,https://en.wikipedia.org/wiki/Dragutin_Jovanović-Lune,Serbia,Start,1079710510,Serbia,6.8,SOUTHERN EUROPE
Dragan Jovanović (Yugoslav politician),https://en.wikipedia.org/wiki/Dragan_Jovanović_(Yugoslav_politician),Serbia,Stub,1110036654,Serbia,6.8,SOUTHERN EUROPE
Ljubomir Jovanović,https://en.wikipedia.org/wiki/Ljubomir_Jovanović,Serbia,Start,1087632901,Serbia,6.8,SOUTHERN EUROPE
Stevan Knićanin,https://en.wikipedia.org/wiki/Stevan_Knićanin,Serbia,C,1102396011,Serbia,6.8,SOUTHERN EUROPE
Milan Komnenić,https://en.wikipedia.org/wiki/Milan_Komnenić,Serbia,Start,1070857261,Serbia,6.8,SOUTHERN EUROPE
Josif Kostić,https://en.wikipedia.org/wiki/Josif_Kostić,Serbia,Stub,1083961566,Serbia,6.8,SOUTHERN EUROPE
Drago Kovačević,https://en.wikipedia.org/wiki/Drago_Kovačević,Serbia,Start,1106827460,Serbia,6.8,SOUTHERN EUROPE
Milan Kovačević,https://en.wikipedia.org/wiki/Milan_Kovačević,Serbia,Start,1106995814,Serbia,6.8,SOUTHERN EUROPE
Bogoljub Kujundžić,https://en.wikipedia.org/wiki/Bogoljub_Kujundžić,Serbia,Start,1004921811,Serbia,6.8,SOUTHERN EUROPE
Ognjen Kuzmanović,https://en.wikipedia.org/wiki/Ognjen_Kuzmanović,Serbia,Stub,1012902271,Serbia,6.8,SOUTHERN EUROPE
Stjepan Mitrov Ljubiša,https://en.wikipedia.org/wiki/Stjepan_Mitrov_Ljubiša,Serbia,C,1099266672,Serbia,6.8,SOUTHERN EUROPE
Panta Lunjevica,https://en.wikipedia.org/wiki/Panta_Lunjevica,Serbia,Stub,1021098036,Serbia,6.8,SOUTHERN EUROPE
Čedomir Marjanović,https://en.wikipedia.org/wiki/Čedomir_Marjanović,Serbia,Stub,1040820548,Serbia,6.8,SOUTHERN EUROPE
Svetozar Marković,https://en.wikipedia.org/wiki/Svetozar_Marković,Serbia,C,1074947381,Serbia,6.8,SOUTHERN EUROPE
Dobrica Matković,https://en.wikipedia.org/wiki/Dobrica_Matković,Serbia,Stub,1004905451,Serbia,6.8,SOUTHERN EUROPE
Branko Mikašinović (politician),https://en.wikipedia.org/wiki/Branko_Mikašinović_(politician),Serbia,Stub,1030919277,Serbia,6.8,SOUTHERN EUROPE
Miroslava Milenović,https://en.wikipedia.org/wiki/Miroslava_Milenović,Serbia,Start,1108423117,Serbia,6.8,SOUTHERN EUROPE
Stevan Milosavljević,https://en.wikipedia.org/wiki/Stevan_Milosavljević,Serbia,Start,1072287796,Serbia,6.8,SOUTHERN EUROPE
Jevrem Nenadović,https://en.wikipedia.org/wiki/Jevrem_Nenadović,Serbia,Start,1086133404,Serbia,6.8,SOUTHERN EUROPE
Radovan Ničić,https://en.wikipedia.org/wiki/Radovan_Ničić,Serbia,Stub,1099986846,Serbia,6.8,SOUTHERN EUROPE
Vladimir Pavićević,https://en.wikipedia.org/wiki/Vladimir_Pavićević,Serbia,Start,1114141220,Serbia,6.8,SOUTHERN EUROPE
Đorđe M. Pavlović,https://en.wikipedia.org/wiki/Đorđe_M._Pavlović,Serbia,Stub,1057492147,Serbia,6.8,SOUTHERN EUROPE
Svetozar Pribićević,https://en.wikipedia.org/wiki/Svetozar_Pribićević,Serbia,C,1093904984,Serbia,6.8,SOUTHERN EUROPE
Medo Pucić,https://en.wikipedia.org/wiki/Medo_Pucić,Serbia,C,1081085155,Serbia,6.8,SOUTHERN EUROPE
Stanko Radmilović,https://en.wikipedia.org/wiki/Stanko_Radmilović,Serbia,Start,1031975915,Serbia,6.8,SOUTHERN EUROPE
Zoran Radojičić,https://en.wikipedia.org/wiki/Zoran_Radojičić,Serbia,Start,1104115420,Serbia,6.8,SOUTHERN EUROPE
Miljko Radonjić,https://en.wikipedia.org/wiki/Miljko_Radonjić,Serbia,Stub,1089243958,Serbia,6.8,SOUTHERN EUROPE
Miloš Radosavljević (politician),https://en.wikipedia.org/wiki/Miloš_Radosavljević_(politician),Serbia,Stub,1008868122,Serbia,6.8,SOUTHERN EUROPE
Žika Rafajlović,https://en.wikipedia.org/wiki/Žika_Rafajlović,Serbia,Start,1010417854,Serbia,6.8,SOUTHERN EUROPE
Goran Rakić,https://en.wikipedia.org/wiki/Goran_Rakić,Serbia,C,1105188963,Serbia,6.8,SOUTHERN EUROPE
Mita Rakić,https://en.wikipedia.org/wiki/Mita_Rakić,Serbia,Start,1074905694,Serbia,6.8,SOUTHERN EUROPE
Dušan Salatić,https://en.wikipedia.org/wiki/Dušan_Salatić,Serbia,Stub,1056918453,Serbia,6.8,SOUTHERN EUROPE
Aleksandar Sandić,https://en.wikipedia.org/wiki/Aleksandar_Sandić,Serbia,C,1086770734,Serbia,6.8,SOUTHERN EUROPE
Miloš Savčić,https://en.wikipedia.org/wiki/Miloš_Savčić,Serbia,FA,1090027162,Serbia,6.8,SOUTHERN EUROPE
Arsenije Sečujac,https://en.wikipedia.org/wiki/Arsenije_Sečujac,Serbia,Start,1081133569,Serbia,6.8,SOUTHERN EUROPE
Stojan Simić,https://en.wikipedia.org/wiki/Stojan_Simić,Serbia,Start,1059405629,Serbia,6.8,SOUTHERN EUROPE
Milan Smiljanić (priest),https://en.wikipedia.org/wiki/Milan_Smiljanić_(priest),Serbia,Start,1009635579,Serbia,6.8,SOUTHERN EUROPE
Dragi Stamenković,https://en.wikipedia.org/wiki/Dragi_Stamenković,Serbia,Stub,1061050680,Serbia,6.8,SOUTHERN EUROPE
Jovica Stanišić,https://en.wikipedia.org/wiki/Jovica_Stanišić,Serbia,GA,1077489604,Serbia,6.8,SOUTHERN EUROPE
Tenka Stefanović,https://en.wikipedia.org/wiki/Tenka_Stefanović,Serbia,Stub,1074112381,Serbia,6.8,SOUTHERN EUROPE
Dragiša Stojadinović,https://en.wikipedia.org/wiki/Dragiša_Stojadinović,Serbia,C,1099456616,Serbia,6.8,SOUTHERN EUROPE
Savo Štrbac,https://en.wikipedia.org/wiki/Savo_Štrbac,Serbia,Start,1099456873,Serbia,6.8,SOUTHERN EUROPE
Jovan Subotić,https://en.wikipedia.org/wiki/Jovan_Subotić,Serbia,C,1099456936,Serbia,6.8,SOUTHERN EUROPE
Ilija Šumenković,https://en.wikipedia.org/wiki/Ilija_Šumenković,Serbia,Start,1109096396,Serbia,6.8,SOUTHERN EUROPE
Ranko Tajsić,https://en.wikipedia.org/wiki/Ranko_Tajsić,Serbia,Start,1079699589,Serbia,6.8,SOUTHERN EUROPE
Teodosije Maričević,https://en.wikipedia.org/wiki/Teodosije_Maričević,Serbia,Start,1049200540,Serbia,6.8,SOUTHERN EUROPE
Mirko Tepavac,https://en.wikipedia.org/wiki/Mirko_Tepavac,Serbia,Stub,990045262,Serbia,6.8,SOUTHERN EUROPE
Lazar Tomanović,https://en.wikipedia.org/wiki/Lazar_Tomanović,Serbia,Stub,1006895064,Serbia,6.8,SOUTHERN EUROPE
Vasilije Trbić,https://en.wikipedia.org/wiki/Vasilije_Trbić,Serbia,C,1105497413,Serbia,6.8,SOUTHERN EUROPE
Miloš Trifunović (politician),https://en.wikipedia.org/wiki/Miloš_Trifunović_(politician),Serbia,GA,1100996406,Serbia,6.8,SOUTHERN EUROPE
Miloš Trivunac,https://en.wikipedia.org/wiki/Miloš_Trivunac,Serbia,Start,1008868237,Serbia,6.8,SOUTHERN EUROPE
Dimitrije Tucović,https://en.wikipedia.org/wiki/Dimitrije_Tucović,Serbia,C,1062103511,Serbia,6.8,SOUTHERN EUROPE
Jovan Valenta,https://en.wikipedia.org/wiki/Jovan_Valenta,Serbia,Start,1079707469,Serbia,6.8,SOUTHERN EUROPE
Aleksandar Vasić (politician),https://en.wikipedia.org/wiki/Aleksandar_Vasić_(politician),Serbia,Stub,892673943,Serbia,6.8,SOUTHERN EUROPE
Dragan Velikić,https://en.wikipedia.org/wiki/Dragan_Velikić,Serbia,Stub,1061323531,Serbia,6.8,SOUTHERN EUROPE
Jovan Veselinov,https://en.wikipedia.org/wiki/Jovan_Veselinov,Serbia,Stub,1095927947,Serbia,6.8,SOUTHERN EUROPE
Đorđe Vojnović,https://en.wikipedia.org/wiki/Đorđe_Vojnović,Serbia,Stub,1024357513,Serbia,6.8,SOUTHERN EUROPE
Milorad Vučelić,https://en.wikipedia.org/wiki/Milorad_Vučelić,Serbia,Start,1114761288,Serbia,6.8,SOUTHERN EUROPE
Gavro Vučković Krajišnik,https://en.wikipedia.org/wiki/Gavro_Vučković_Krajišnik,Serbia,Start,1107975991,Serbia,6.8,SOUTHERN EUROPE
Milija Zdravković,https://en.wikipedia.org/wiki/Milija_Zdravković,Serbia,Stub,1103151078,Serbia,6.8,SOUTHERN EUROPE
Dušan Zelenbaba,https://en.wikipedia.org/wiki/Dušan_Zelenbaba,Serbia,Start,1094283630,Serbia,6.8,SOUTHERN EUROPE
Nebojša Zelenović,https://en.wikipedia.org/wiki/Nebojša_Zelenović,Serbia,Start,1099395107,Serbia,6.8,SOUTHERN EUROPE
Petar Živković,https://en.wikipedia.org/wiki/Petar_Živković,Serbia,Start,1104129672,Serbia,6.8,SOUTHERN EUROPE
Usame Zukorlić,https://en.wikipedia.org/wiki/Usame_Zukorlić,Serbia,Start,1102194323,Serbia,6.8,SOUTHERN EUROPE
Charles Bastienne,https://en.wikipedia.org/wiki/Charles_Bastienne,Seychelles,Stub,1076671631,Seychelles,0.1,EASTERN AFRICA
Wallace Cosgrow,https://en.wikipedia.org/wiki/Wallace_Cosgrow,Seychelles,Stub,1076671993,Seychelles,0.1,EASTERN AFRICA
Didier Dogley,https://en.wikipedia.org/wiki/Didier_Dogley,Seychelles,Stub,1076671502,Seychelles,0.1,EASTERN AFRICA
Errol Fonseka,https://en.wikipedia.org/wiki/Errol_Fonseka,Seychelles,Stub,1070911539,Seychelles,0.1,EASTERN AFRICA
Joel Morgan,https://en.wikipedia.org/wiki/Joel_Morgan,Seychelles,Stub,1079606825,Seychelles,0.1,EASTERN AFRICA
Satya Naidu,https://en.wikipedia.org/wiki/Satya_Naidu,Seychelles,Start,1066946719,Seychelles,0.1,EASTERN AFRICA
T. J. Alldridge,https://en.wikipedia.org/wiki/T._J._Alldridge,Sierra Leone,Stub,1083153375,Sierra Leone,8.7,WESTERN AFRICA
John Amadu Bangura,https://en.wikipedia.org/wiki/John_Amadu_Bangura,Sierra Leone,C,1098272585,Sierra Leone,8.7,WESTERN AFRICA
Arnold Jonathan Bishop-Gooding,https://en.wikipedia.org/wiki/Arnold_Jonathan_Bishop-Gooding,Sierra Leone,Start,1101346073,Sierra Leone,8.7,WESTERN AFRICA
Christopher Okoro Cole,https://en.wikipedia.org/wiki/Christopher_Okoro_Cole,Sierra Leone,Start,1110752519,Sierra Leone,8.7,WESTERN AFRICA
Moinina Fofana,https://en.wikipedia.org/wiki/Moinina_Fofana,Sierra Leone,Stub,949534467,Sierra Leone,8.7,WESTERN AFRICA
Isatu Fofanah (politician),https://en.wikipedia.org/wiki/Isatu_Fofanah_(politician),Sierra Leone,Stub,1079483963,Sierra Leone,8.7,WESTERN AFRICA
David J. Francis (politician),https://en.wikipedia.org/wiki/David_J._Francis_(politician),Sierra Leone,C,1092035699,Sierra Leone,8.7,WESTERN AFRICA
